date,position,weight,strategy_cum,spy_cum
2024-11-18,SPY,0.9569640830672402,1.5958195577075416,2.0670905
2024-11-25,SPY,0.9193161275763162,1.619299500548132,2.1000571
2024-12-02,SPY,0.9415882679899845,1.6349289770560613,2.1214955
2024-12-09,SPY,1.0,1.6377249947895176,2.1251857
2024-12-16,SPY,1.0,1.643439826862667,2.1326015
2024-12-23,SPY,1.0,1.6160890575587608,2.0971098
2024-12-30,SPY,0.9839665888071341,1.5987974694749887,2.074294
2025-01-06,SPY,0.9030150542798947,1.616387021608739,2.0994723
2025-01-13,SPY,0.8609145038403407,1.5838884339170962,2.050209
2025-01-20,SPY,0.8162225516477783,1.6200968189835754,2.107301
2025-01-27,SPY,0.9775690272142585,1.6247406435598937,2.1136134
2025-02-03,SPY,0.948036796247847,1.6206751766741287,2.1079712
2025-02-10,SPY,0.9855269734303678,1.639581806175698,2.1329377
2025-02-17,SPY,1.0,1.6527171130788765,2.1500409
2025-02-24,SPY,1.0,1.6188606385337112,2.1059968
2025-03-03,SPY,1.0,1.5824284930830061,2.0586019
2025-03-10,SPY,0.9417345914702977,1.5232605722845065,1.9768246
2025-03-17,SPY,0.7381154382662531,1.5366154158599656,1.9999928
2025-03-24,SPY,0.6654739073669586,1.5525960357940265,2.0305204
2025-03-31,SPY,0.6255627106365971,1.5281967538008538,1.9785624
2025-04-07,SPY,0.6260328921769995,1.4345903540744276,1.7839918
2025-04-14,SPY,0.40686928499213904,1.47534856539578,1.9068671
2025-04-21,SPY,0.2587254293382272,1.4582851563417762,1.8175931
2025-04-28,SPY,0.25582638000698,1.4860298672118348,1.948356
2025-05-05,SPY,0.25036085939311936,1.4955068265388713,1.9931349
2025-05-12,SPY,0.30013619862583213,1.51186697781639,2.0620358
2025-05-19,SPY,0.5990416841813015,1.5305797429451056,2.1039844
2025-05-26,SPY,0.6806171049400207,1.5033645104719215,2.0483122
2025-06-02,SPY,0.8467343894996797,1.5333282356998204,2.0964155
2025-06-09,SPY,0.8001329828146239,1.5479782592053355,2.1210682
2025-06-16,SPY,0.817923550085821,1.5545366427014449,2.131679
2025-06-23,SPY,1.0,1.5524455117911335,2.1290054
2025-06-30,SPY,1.0,1.5982310070798202,2.1917953
2025-07-07,GLD,0.7519483883069522,1.6071795954009487,2.201835
2025-07-14,SPY,1.0,1.6164657677589018,2.2164855
2025-07-21,GLD,0.9981894820446467,1.6416747381629107,2.2305334
2025-07-28,SPY,1.0,1.6613657719936599,2.2595158
2025-08-04,SPY,1.0,1.6463153406096789,2.2390468
2025-08-11,SPY,1.0,1.6587049870745856,2.2558973
2025-08-18,SPY,1.0,1.6779548920178937,2.2820778
2025-08-25,SPY,1.0,1.675789690982317,2.2791333
2025-09-01,SPY,1.0,1.6825193328156367,2.2882857
2025-09-08,SPY,1.0,1.692379047962959,2.301695
2025-09-15,GLD,0.9636365575742937,1.7106872066047663,2.3445482
2025-09-22,SPY,1.0,1.729142224225441,2.3721433
2025-09-29,SPY,1.0,1.7209481517765424,2.3609023
2025-10-06,SPY,1.0,1.7415108427737513,2.3891113
2025-10-13,SPY,1.0,1.7192884664710097,2.358625
2025-10-20,SPY,1.0,1.7407071001585164,2.3880084
2025-10-27,SPY,0.9770936722919156,1.7760360194994618,2.4375968
2025-11-03,SPY,0.944613404951249,1.7714289736789173,2.430838
2025-11-10,SPY,0.9019145114178977,1.7670795671800108,2.4240794
2025-11-17,SPY,1.0,1.726098868465587,2.3679807
2025-11-24,SPY,0.9784357617954628,1.7338717886091788,2.3788662
2025-12-01,SPY,0.8651956300799124,1.7598344260738452,2.419917
2025-12-08,SPY,0.8864775665351811,1.7676657078489137,2.43187
2025-12-15,SPY,0.9637600253816377,1.760416168599018,2.421554
2025-12-22,SPY,1.0,1.7762205713161907,2.4433377
2025-12-29,SPY,1.0,1.784053331098759,2.4541123
2026-01-05,SPY,1.0,1.783716133728652,2.4536486
2026-01-12,SPY,1.0,1.8030132336251,2.4801931
2026-01-19,SPY,1.0,1.793935307295872,2.4677057
2026-01-26,SPY,1.0,1.7967107013085717,2.4715235
2026-02-02,SPY,1.0,1.8036618485192017,2.4810853
2026-02-09,GLD,0.2654929005150931,1.8481988258579072,2.4758766
2026-02-16,SPY,1.0,1.8145369980150776,2.4323494
2026-02-23,SPY,0.9336197213550832,1.8161535425188053,2.434633
2026-03-02,SPY,1.0,1.8267124890484219,2.4488685
2026-03-09,SPY,1.0,1.805128771175234,2.4199333
2026-03-16,SPY,1.0,1.780537718573468,2.386967
2026-03-23,SPY,1.0,1.7489735648086524,2.3446524
2026-03-30,SPY,0.9507365566844614,1.689597217842264,2.260902
2026-04-06,SPY,0.892148310746287,1.7539833884124922,2.3573525
